,Author,Affiliation,Publication Date,Journal Title,Title,URL
906,Mike Felgenhauer; Petra Loerke,Plymouth University U.K.; NERA Economic Consulting Germany,2017/08/01,International Economic Review,BAYESIAN PERSUASION WITH PRIVATE EXPERIMENTATION,https://onlinelibrary.wiley.com/doi/10.1111/iere.12237
907,Vivien Lewis; Roland Winkler,"KU Leuven, Belgium, and Deutsche Bundesbank Germany; TU Dortmund University Germany",2017/08/01,International Economic Review,"GOVERNMENT SPENDING, ENTRY, AND THE CONSUMPTION CROWDING-IN PUZZLE",https://onlinelibrary.wiley.com/doi/10.1111/iere.12241
908,Wataru Miyamoto; Thuy Lan Nguyen,Bank of Canada Canada; Santa Clara University U.S.A.,2017/08/01,International Economic Review,BUSINESS CYCLES IN SMALL OPEN ECONOMIES: EVIDENCE FROM PANEL DATA BETWEEN 1900 AND 2013,https://onlinelibrary.wiley.com/doi/10.1111/iere.12243
909,Fei Li; Xi Weng,University of North Carolina at Chapel Hill U.S.A; Peking University China,2017/08/01,International Economic Review,EFFICIENT LEARNING AND JOB TURNOVER IN THE LABOR MARKET,https://onlinelibrary.wiley.com/doi/10.1111/iere.12233
910,Yongmiao Hong; Xia Wang; Shouyang Wang,"Cornell University, U.S.A. and Xiamen University China; Sun Yat-Sen University China; Academy of Mathematics and Systems Science Chinese Academy of Sciences, China and University of Chinese Academy of Sciences China",2017/11/01,International Economic Review,TESTING STRICT STATIONARITY WITH APPLICATIONS TO MACROECONOMIC TIME SERIES,https://onlinelibrary.wiley.com/doi/10.1111/iere.12250
911,Efthymios G. Pavlidis; Ivan Paya; David A. Peel,Lancaster University Management School U.K.; Lancaster University Management School U.K.; Lancaster University Management School U.K.,2017/11/01,International Economic Review,TESTING FOR SPECULATIVE BUBBLES USING SPOT AND FORWARD PRICES,https://onlinelibrary.wiley.com/doi/10.1111/iere.12249
912,Nirav Mehta,University of Western Ontario Canada,2017/11/01,International Economic Review,"COMPETITION IN PUBLIC SCHOOL DISTRICTS: CHARTER SCHOOL ENTRY, STUDENT SORTING, AND SCHOOL INPUT DETERMINATION",https://onlinelibrary.wiley.com/doi/10.1111/iere.12246
913,Svetlana Pashchenko; Ponpoje Porapakkarm,University of Georgia U.S.A.; National Graduate Institute for Policy Studies (GRIPS) Japan,2017/11/01,International Economic Review,WORK INCENTIVES OF MEDICAID BENEFICIARIES AND THE ROLE OF ASSET TESTING,https://onlinelibrary.wiley.com/doi/10.1111/iere.12247
914,Alexander Rathke; Tobias Straumann; Ulrich Woitek,"KOF Swiss Economic Institute, ETH Zurich Switzerland, and CESifo Germany; University of Zurich Switzerland; University of Zurich Switzerland, and CESifo Germany",2017/11/01,International Economic Review,OVERVALUED: SWEDISH MONETARY POLICY IN THE 1930s,https://onlinelibrary.wiley.com/doi/10.1111/iere.12254
915,Drew D. Creal; Jing Cynthia Wu,University of Chicago U.S.A; University of Chicago U.S.A,2017/11/01,International Economic Review,MONETARY POLICY UNCERTAINTY AND ECONOMIC FLUCTUATIONS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12253
916,Biung-Ghi Ju; Juan D. Moreno-Ternero,"Seoul National University Korea; Universidad Pablo de Olavide Spain, and CORE, Université catholique de Louvain Belgium",2017/11/01,International Economic Review,FAIR ALLOCATION OF DISPUTED PROPERTIES,https://onlinelibrary.wiley.com/doi/10.1111/iere.12251
917,Toan Phan,"University of North Carolina at Chapel Hill U.S.A., and Federal Reserve Bank of Richmond U.S.A.",2017/11/01,International Economic Review,NOMINAL SOVEREIGN DEBT,https://onlinelibrary.wiley.com/doi/10.1111/iere.12252
918,Gerard van der Meijden; Sjak Smulders,"Vrije Universiteit Amsterdam The Netherlands, and Tinbergen Institute The Netherlands; Tilburg University The Netherlands, and CESifo Germany",2017/11/01,International Economic Review,CARBON LOCK-IN: THE ROLE OF EXPECTATIONS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12255
919,Andrew Shephard,University of Pennsylvania U.S.A.,2017/11/01,International Economic Review,EQUILIBRIUM SEARCH AND TAX CREDIT REFORM,https://onlinelibrary.wiley.com/doi/10.1111/iere.12245
920,Thomas Aronsson; Olof Johansson-Stenman,Umeå University Sweden; University of Gothenburg Sweden,2017/11/01,International Economic Review,GENUINE SAVING AND POSITIONAL EXTERNALITIES,https://onlinelibrary.wiley.com/doi/10.1111/iere.12248
921,,,2018/02/01,International Economic Review,THE INTERNATIONAL ECONOMIC REVIEW 2017 REFEREES,https://onlinelibrary.wiley.com/doi/10.1111/iere.12272
922,Johan N. M. Lagerlöf; Christoph Schottmüller,University of Copenhagen Denmark; University of Copenhagen Denmark; TILEC The Netherlands,2018/02/01,International Economic Review,MONOPOLY INSURANCE AND ENDOGENOUS INFORMATION,https://onlinelibrary.wiley.com/doi/10.1111/iere.12268
923,Glynis Gawn; Robert Innes,University of California Merced U.S.A.; University of California Merced U.S.A.,2018/02/01,International Economic Review,DO LIES ERODE TRUST?,https://onlinelibrary.wiley.com/doi/10.1111/iere.12265
924,Joseph P. Byrne; Dimitris Korobilis; Pinho J. Ribeiro,Heriot-Watt University U.K.; University of Essex U.K.; University of Glasgow U.K.,2018/02/01,International Economic Review,ON THE SOURCES OF UNCERTAINTY IN EXCHANGE RATE PREDICTABILITY,https://onlinelibrary.wiley.com/doi/10.1111/iere.12271
925,Giovanni Maggi; Robert W. Staiger,Yale University U.S.A.; FGV/EPGE Graduate School of Economics Brazil; NBER U.S.A.; Dartmouth College and NBER U.S.A.,2018/02/01,International Economic Review,TRADE DISPUTES AND SETTLEMENT,https://onlinelibrary.wiley.com/doi/10.1111/iere.12261
926,Shurojit Chatterji; Jordi Massó,Singapore Management University Singapore; Universitat Autònoma de Barcelona and Barcelona GSE Spain,2018/02/01,International Economic Review,ON STRATEGY-PROOFNESS AND THE SALIENCE OF SINGLE-PEAKEDNESS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12266
927,Stephanie Schmitt-Grohé; Martín Uribe,"Columbia University, CEPR, and NBER U.S.A.; Columbia University and NBER U.S.A.",2018/02/01,International Economic Review,HOW IMPORTANT ARE TERMS-OF-TRADE SHOCKS?,https://onlinelibrary.wiley.com/doi/10.1111/iere.12263
928,Young-Chul Kim; Glenn C. Loury,Sogang University South Korea; Brown University U.S.A.,2018/02/01,International Economic Review,COLLECTIVE REPUTATION AND THE DYNAMICS OF STATISTICAL DISCRIMINATION,https://onlinelibrary.wiley.com/doi/10.1111/iere.12260
929,Haiqing Xu,The University of Texas at Austin U.S.A.,2018/02/01,International Economic Review,SOCIAL INTERACTIONS IN LARGE NETWORKS: A GAME THEORETIC APPROACH,https://onlinelibrary.wiley.com/doi/10.1111/iere.12269
930,Daniel Aaronson; Eric French; Isaac Sorkin; Ted To,"Federal Reserve Bank of Chicago U.S.A.; UCL, IFS, and CEPR U.K.; Stanford University and NBER U.S.A.; Unaffiliated U.S.A.",2018/02/01,International Economic Review,INDUSTRY DYNAMICS AND THE MINIMUM WAGE: A PUTTY-CLAY APPROACH,https://onlinelibrary.wiley.com/doi/10.1111/iere.12262
931,Charles Yuji Horioka; Emin Gahramanov; Aziz Hayat; Xueli Tang,Asian Growth Research Institute Japan; Institute of Social and Economic Research Osaka University Japan; National Bureau of Economic Research U.S.A.; American University of Sharjah United Arab Emirates; Deakin University Australia; Deakin University Australia,2018/02/01,International Economic Review,WHY DO CHILDREN TAKE CARE OF THEIR ELDERLY PARENTS? ARE THE JAPANESE ANY DIFFERENT?,https://onlinelibrary.wiley.com/doi/10.1111/iere.12264
932,Andrew Beauchamp; Geoffrey Sanzenbacher; Shannon Seitz; Meghan M. Skira,Wright State University U.S.A.; Center for Retirement Research at Boston College U.S.A.; Analysis Group U.S.A.; University of Georgia U.S.A.,2018/02/01,International Economic Review,"SINGLE MOMS AND DEADBEAT DADS: THE ROLE OF EARNINGS, MARRIAGE MARKET CONDITIONS, AND PREFERENCE HETEROGENEITY",https://onlinelibrary.wiley.com/doi/10.1111/iere.12267
933,Chiu Yu Ko; Mark Koyama; Tuan-Hwee Sng,National University of Singapore Singapore; George Mason University U.S.A.; National University of Singapore Singapore,2018/02/01,International Economic Review,UNIFIED CHINA AND DIVIDED EUROPE,https://onlinelibrary.wiley.com/doi/10.1111/iere.12270
934,Florin G. Maican; Matilda Orth,KU Leuven Belgium; University of Gothenburg Sweden; Centre for Economic Policy Research; IFN Belgium; Research Institute of Industrial Economics (IFN) Sweden,2018/05/01,International Economic Review,"ENTRY REGULATIONS, WELFARE, AND DETERMINANTS OF MARKET STRUCTURE",https://onlinelibrary.wiley.com/doi/10.1111/iere.12286
935,Sebastian Koehne,Kiel University Germany; Institute for International Economic Studies Sweden; CESifo Germany,2018/05/01,International Economic Review,ON THE TAXATION OF DURABLE GOODS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12289
936,Kartik Athreya; Juan M. Sánchez; Xuan S. Tam; Eric R. Young,Federal Reserve Bank of Richmond U.S.A.; Federal Reserve Bank of St. Louis U.S.A.; City University of Hong Kong Hong Kong SAR; University of Virginia U.S.A.; Zhejiang University China,2018/05/01,International Economic Review,BANKRUPTCY AND DELINQUENCY IN A MODEL OF UNSECURED DEBT,https://onlinelibrary.wiley.com/doi/10.1111/iere.12281
937,Kala Krishna; Sergey Lychagin; Veronica Frisancho,Pennsylvania State University CES-Ifo; NBER U.S.A.; Central European University Hungary; Inter-American Development Bank U.S.A.,2018/05/01,International Economic Review,RETAKING IN HIGH STAKES EXAMS: IS LESS MORE?,https://onlinelibrary.wiley.com/doi/10.1111/iere.12276
938,Luis H. B. Braido; V. Filipe Martins-da-Rocha,"Getulio Vargas Foundation–FGV/EPGE Brazil; Sao Paulo School of Economics–FGV Brazil; Ceremade, CNRS Université Paris-Dauphine, PSL Research University France",2018/05/01,International Economic Review,OUTPUT CONTINGENT SECURITIES AND EFFICIENT INVESTMENT BY FIRMS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12294
939,Omar Rachedi,Banco de España Spain,2018/05/01,International Economic Review,PORTFOLIO REBALANCING AND ASSET PRICING WITH HETEROGENEOUS INATTENTION,https://onlinelibrary.wiley.com/doi/10.1111/iere.12285
940,Athanasios Geromichalos; Kuk Mo Jung,University of California–Davis U.S.A.; Hanyang University South Korea,2018/05/01,International Economic Review,AN OVER-THE-COUNTER APPROACH TO THE FOREX MARKET,https://onlinelibrary.wiley.com/doi/10.1111/iere.12290
941,Fuhai Hong; Tanjim Hossain; John A. List; Migiwa Tanaka,Lingnan University Hong Kong; Nanyang Technological University Singapore; University of Toronto Canada; University of Chicago U.S.A.; Charles River Associates Canada,2018/05/01,International Economic Review,TESTING THE THEORY OF MULTITASKING: EVIDENCE FROM A NATURAL FIELD EXPERIMENT IN CHINESE FACTORIES,https://onlinelibrary.wiley.com/doi/10.1111/iere.12278
942,Steffen Andersen; Glenn W. Harrison; Morten I. Lau; E. Elisabet Rutström,Copenhagen Business School Denmark; Georgia State University U.S.A.; University of Cape Town South Africa; Copenhagen Business School Denmark; Durham University U.K.; Georgia State University U.S.A.; Örebro University Sweden; Stockholm School of Economics Sweden; University of Cape Town South Africa,2018/05/01,International Economic Review,"MULTIATTRIBUTE UTILITY THEORY, INTERTEMPORAL UTILITY, AND CORRELATION AVERSION",https://onlinelibrary.wiley.com/doi/10.1111/iere.12279
943,Francis Bloch; Gabrielle Demange; Rachel Kranton,Paris School of Economics-Paris I France; Paris School of Economics-EHESS France; Duke University U.S.A.,2018/05/01,International Economic Review,RUMORS AND SOCIAL NETWORKS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12275
944,Patrick Harless; Vikram Manjunath,University of Glasgow U.K.; University of Ottawa Canada,2018/05/01,International Economic Review,LEARNING MATTERS: REAPPRAISING OBJECT ALLOCATION RULES WHEN AGENTS STRATEGICALLY INVESTIGATE,https://onlinelibrary.wiley.com/doi/10.1111/iere.12280
945,David de la Croix; Clara Delavallade,IRES UCLouvain Belgium; CEPR; World Bank Washington USA,2018/05/01,International Economic Review,"RELIGIONS, FERTILITY, AND GROWTH IN SOUTHEAST ASIA",https://onlinelibrary.wiley.com/doi/10.1111/iere.12291
946,Haroon Mumtaz; Gabor Pinter; Konstantinos Theodoridis,Queen Mary College U.K.; Bank of England U.K.; Bank of England U.K.,2018/05/01,International Economic Review,WHAT DO VARS TELL US ABOUT THE IMPACT OF A CREDIT SUPPLY SHOCK?,https://onlinelibrary.wiley.com/doi/10.1111/iere.12282
947,Francesco Decarolis,Università Bocconi Italy,2018/05/01,International Economic Review,COMPARING PUBLIC PROCUREMENT AUCTIONS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12274
948,Yoram Weiss; Junjian Yi; Junsen Zhang,Tel Aviv University Israel; National University of Singapore Singapore; Chinese University of Hong Kong China (Hong Kong),2018/05/01,International Economic Review,CROSS-BORDER MARRIAGE COSTS AND MARRIAGE BEHAVIOR: THEORY AND EVIDENCE,https://onlinelibrary.wiley.com/doi/10.1111/iere.12287
949,Itzhak Gilboa; Andrew Postlewaite; Larry Samuelson; David Schmeidler,HEC Paris-Saclay France; Tel-Aviv University Israel; University of Pennsylvania U.S.A.; Yale University U.S.A.; Tel-Aviv University Israel,2018/05/01,International Economic Review,ECONOMICS: BETWEEN PREDICTION AND CRITICISM,https://onlinelibrary.wiley.com/doi/10.1111/iere.12273
950,Florian Sniekers,Utrecht University the Netherlands,2018/05/01,International Economic Review,PERSISTENCE AND VOLATILITY OF BEVERIDGE CYCLES,https://onlinelibrary.wiley.com/doi/10.1111/iere.12284
951,Steinar Holden; Gisle James Natvik; Adrien Vigier,University of Oslo Norway; BI Norwegian Business School Norway; BI Norwegian Business School Norway,2018/05/01,International Economic Review,CREDIT RATING AND DEBT CRISES,https://onlinelibrary.wiley.com/doi/10.1111/iere.12293
952,Takatoshi Tabuchi; Jacques-François Thisse; Xiwei Zhu,University of Tokyo Japan; Research Institute of Economy Trade and Industry Japan; National Research University Higher School of Economics Russia; JETRO-Institute of Developing Economies Japan; CEPR; Zhejiang University China,2018/05/01,International Economic Review,DOES TECHNOLOGICAL PROGRESS MAGNIFY REGIONAL DISPARITIES?,https://onlinelibrary.wiley.com/doi/10.1111/iere.12283
953,Olivier Bochet; Simon Siegenthaler,Division of Social Science New York University Abu Dhabi United Arab Emirates; Naveen Jindal School of Management University of Texas at Dallas,2018/05/01,International Economic Review,BETTER LATER THAN NEVER? AN EXPERIMENT ON BARGAINING UNDER ADVERSE SELECTION,https://onlinelibrary.wiley.com/doi/10.1111/iere.12292
954,Marina Azzimonti,Stony Brook University U.S.A.,2018/05/01,International Economic Review,THE POLITICS OF FDI EXPROPRIATION,https://onlinelibrary.wiley.com/doi/10.1111/iere.12277
955,Carlos E. da Costa; Marcelo R. Santos,FGV/EPGE Brazil; INSPER Brazil,2018/05/01,International Economic Review,AGE-DEPENDENT TAXES WITH ENDOGENOUS HUMAN CAPITAL FORMATION,https://onlinelibrary.wiley.com/doi/10.1111/iere.12288
956,Claudia Foroni; Francesco Furlanetto; Antoine Lepetit,Deutsche Bundesbank Germany; Norges Bank Norway; Banque de France France,2018/08/01,International Economic Review,LABOR SUPPLY FACTORS AND ECONOMIC FLUCTUATIONS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12311
957,Bing Han; Lu Han; Guozhong Zhu,University of Toronto Canada; Peking University China; University of Toronto Canada; University of Alberta Canada,2018/08/01,International Economic Review,HOUSING PRICE AND FUNDAMENTALS IN A TRANSITION ECONOMY: THE CASE OF THE BEIJING MARKET,https://onlinelibrary.wiley.com/doi/10.1111/iere.12316
958,Benjamin Eden,Vanderbilt University U.S.A.,2018/08/01,International Economic Review,PRICE DISPERSION AND DEMAND UNCERTAINTY: EVIDENCE FROM U.S. SCANNER DATA,https://onlinelibrary.wiley.com/doi/10.1111/iere.12296
959,Pablo Brañas-Garza; Matteo M. Galizzi; Jeroen Nieboer,Middlesex University U.K.; London School of Economics U.K.; London School of Economics U.K.,2018/08/01,International Economic Review,"EXPERIMENTAL AND SELF-REPORTED MEASURES OF RISK TAKING AND DIGIT RATIO (2D:4D): EVIDENCE FROM A LARGE, SYSTEMATIC STUDY",https://onlinelibrary.wiley.com/doi/10.1111/iere.12299
960,Jonathan Chiu; Mei Dong; Enchuan Shao,"Bank of Canada Canada, and Victoria University of Wellington New Zealand; University of Melbourne Australia; University of Saskatchewan Canada",2018/08/01,International Economic Review,ON THE WELFARE EFFECTS OF CREDIT ARRANGEMENTS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12315
961,Suphanit Piyapromdee,University College London U.K.,2018/08/01,International Economic Review,RESIDUAL WAGE DISPERSION WITH EFFICIENCY WAGES,https://onlinelibrary.wiley.com/doi/10.1111/iere.12305
962,Jens Wrona,Heinrich-Heine-University Düsseldorf Germany; DICE Germany,2018/08/01,International Economic Review,BORDER EFFECTS WITHOUT BORDERS: WHAT DIVIDES JAPAN'S INTERNAL TRADE?,https://onlinelibrary.wiley.com/doi/10.1111/iere.12302
963,Ming Gao,Tsinghua University China,2018/08/01,International Economic Review,PLATFORM PRICING IN MIXED TWO-SIDED MARKETS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12298
964,Eric Sims; Jonathan Wolff,University of Notre Dame U.S.A.; NBER U.S.A.; Miami University U.S.A.,2018/08/01,International Economic Review,THE OUTPUT AND WELFARE EFFECTS OF GOVERNMENT SPENDING SHOCKS OVER THE BUSINESS CYCLE,https://onlinelibrary.wiley.com/doi/10.1111/iere.12308
965,Michael Darden; Donna B. Gilleskie; Koleman Strumpf,George Washington University U.S.A.; University of North Carolina at Chapel Hill U.S.A.; Wake Forest University U.S.A.,2018/08/01,International Economic Review,SMOKING AND MORTALITY: NEW EVIDENCE FROM A LONG PANEL,https://onlinelibrary.wiley.com/doi/10.1111/iere.12314
966,Pedro Gomes,Universidad Carlos III de Madrid Spain; Birkbeck University of London U.K.,2018/08/01,International Economic Review,HETEROGENEITY AND THE PUBLIC SECTOR WAGE POLICY,https://onlinelibrary.wiley.com/doi/10.1111/iere.12310
967,Jeremy Greenwood; David Weiss,University of Pennsylvania U.S.A.; Tel Aviv University Israel,2018/08/01,International Economic Review,MINING SURPLUS: MODELING JAMES A. SCHMITZ'S LINK BETWEEN COMPETITION AND PRODUCTIVITY,https://onlinelibrary.wiley.com/doi/10.1111/iere.12295
968,Sivan Frenkel; Yuval Heller; Roee Teper,Tel Aviv University Israel; Bar Ilan University Israel; University of Pittsburgh U.S.A.,2018/08/01,International Economic Review,THE ENDOWMENT EFFECT AS BLESSING,https://onlinelibrary.wiley.com/doi/10.1111/iere.12300
969,Yumi Koh,Singapore Management University Singapore,2018/08/01,International Economic Review,UNIVERSALISM AND THE VALUE OF POLITICAL POWER,https://onlinelibrary.wiley.com/doi/10.1111/iere.12307
970,Kang Rong,"Shanghai University of Finance and Economics China, and Key Laboratory of Mathematical Economics (SUFE) China",2018/08/01,International Economic Review,PUBLIC GOOD PROVISION WITH CONSTITUTIONAL CONSTRAINT,https://onlinelibrary.wiley.com/doi/10.1111/iere.12301
971,In-Koo Cho; Akihiko Matsui,University of Illinois Urbana-Champaign U.S.A.; Hanyang University Republic of Korea; Federal Reserve Bank of St. Louis U.S.A.; University of Tokyo Japan,2018/08/01,International Economic Review,"SEARCH, ADVERSE SELECTION, AND MARKET CLEARING",https://onlinelibrary.wiley.com/doi/10.1111/iere.12309
972,Naijia Guo,The Chinese University of Hong Kong Hong Kong,2018/08/01,International Economic Review,THE EFFECT OF AN EARLY CAREER RECESSION ON SCHOOLING AND LIFETIME WELFARE,https://onlinelibrary.wiley.com/doi/10.1111/iere.12312
973,Oren Levintal,Interdisciplinary Center (IDC) Herzliya Israel,2018/08/01,International Economic Review,TAYLOR PROJECTION: A NEW SOLUTION METHOD FOR DYNAMIC GENERAL EQUILIBRIUM MODELS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12306
974,R. Vincent Pohl,University of Georgia U.S.A.,2018/08/01,International Economic Review,MEDICAID AND THE LABOR SUPPLY OF SINGLE MOTHERS: IMPLICATIONS FOR HEALTH CARE REFORM,https://onlinelibrary.wiley.com/doi/10.1111/iere.12304
975,Songfa Zhong; Idan Shalev; David Koh; Richard P. Ebstein; Soo Hong Chew,National University of Singapore Singapore; Pennsylvania State University U.S.A.; National University of Singapore Singapore; National University of Singapore Singapore; National University of Singapore Singapore,2018/08/01,International Economic Review,COMPETITIVENESS AND STRESS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12303
976,Lutz Hendricks; Oksana Leukhina,University of North Carolina at Chapel Hill U.S.A.; Federal Reserve Bank of St. Louis U.S.A.,2018/08/01,International Economic Review,THE RETURN TO COLLEGE: SELECTION AND DROPOUT RISK,https://onlinelibrary.wiley.com/doi/10.1111/iere.12297
977,David J. Cooper; Matthias Sutter,Florida State University U.S.A.; University of East Anglia U.K.; Max Planck Institute for Research into Collective Goods Bonn Germany; University of Cologne Germany; University of Innsbruck Austria,2018/08/01,International Economic Review,ENDOGENOUS ROLE ASSIGNMENT AND TEAM PERFORMANCE,https://onlinelibrary.wiley.com/doi/10.1111/iere.12313
978,Patrick Hummel; R. Preston McAfee,Google Inc. U.S.A.; Microsoft Corp. U.S.A.,2018/11/01,International Economic Review,EVOLUTIONARY CONSUMERS IMPLY MONOPOLIES EXIT,https://onlinelibrary.wiley.com/doi/10.1111/iere.12318
979,Yue Li,University at Albany SUNY U.S.A.,2018/11/01,International Economic Review,ECONOMIC ANALYSIS OF SOCIAL SECURITY SURVIVORS INSURANCE,https://onlinelibrary.wiley.com/doi/10.1111/iere.12329
980,André Kallåk Anundsen; Erling Røed Larsen,"Norges Bank Norway; Eiendomsverdi, Norway BI Norwegian Business School Norway",2018/11/01,International Economic Review,TESTING FOR MICRO-EFFICIENCY IN THE HOUSING MARKET,https://onlinelibrary.wiley.com/doi/10.1111/iere.12332
981,Sangram V. Kadam; Maciej H. Kotowski,Charles River Associates U.S.A.; Harvard University U.S.A.,2018/11/01,International Economic Review,MULTIPERIOD MATCHING,https://onlinelibrary.wiley.com/doi/10.1111/iere.12324
982,Tat Chan; Alvin Murphy; Li Wang,Washington University in St. Louis U.S.A.; Arizona State University U.S.A.; Shanghai University of Finance and Economics China,2018/11/01,International Economic Review,"INFORMATION ASYMMETRY, MANUFACTURER–RETAILER CONTRACTS, AND TWO-SIDED ENTRY",https://onlinelibrary.wiley.com/doi/10.1111/iere.12333
983,Ryan Greenaway-McGrevy; Nelson C. Mark; Donggyu Sul; Jyh-Lin Wu,University of Auckland New Zealand; University of Notre Dame U.S.A.; NBER U.S.A.; University of Texas at Dallas U.S.A.; National Sun Yat-Sen University Taiwan,2018/11/01,International Economic Review,IDENTIFYING EXCHANGE RATE COMMON FACTORS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12334
984,Kyle Bagwell; Robert W. Staiger,Stanford University U.S.A.; NBER U.S.A.; Dartmouth College U.S.A.; NBER U.S.A.,2018/11/01,International Economic Review,MULTILATERAL TRADE BARGAINING AND DOMINANT STRATEGIES,https://onlinelibrary.wiley.com/doi/10.1111/iere.12320
985,Russell Cooper; Kalin Nikolov,Pennsylvania State University U.S.A.; European Central Bank Germany,2018/11/01,International Economic Review,GOVERNMENT DEBT AND BANKING FRAGILITY: THE SPREADING OF STRATEGIC UNCERTAINTY,https://onlinelibrary.wiley.com/doi/10.1111/iere.12323
986,Fabian Herweg; Marco A. Schwarz,"University of Bayreuth, CESifo Germany CEPR UK; University of Innsbruck Austria",2018/11/01,International Economic Review,OPTIMAL COST OVERRUNS: PROCUREMENT AUCTIONS WITH RENEGOTIATION,https://onlinelibrary.wiley.com/doi/10.1111/iere.12327
987,Rustamdjan Hakimov; Onur Kesten,University of Lausanne Switzerland; WZB Berlin Social Science Center Germany; Carnegie Mellon University U.S.A.,2018/11/01,International Economic Review,THE EQUITABLE TOP TRADING CYCLES MECHANISM FOR SCHOOL CHOICE,https://onlinelibrary.wiley.com/doi/10.1111/iere.12335
988,Sekyu Choi; Javier Fernández-Blanco,"University of Bristol U.K.; Universitat Autònoma de Barcelona, Barcelona GSE, and MOVE Spain",2018/11/01,International Economic Review,WORKER TURNOVER AND UNEMPLOYMENT INSURANCE,https://onlinelibrary.wiley.com/doi/10.1111/iere.12322
989,María Dolores Gadea; Ana Gómez-Loscos; Gabriel Pérez-Quirós,University of Zaragoza Spain; Banco de España Spain; Banco de España Spain; CEPR U.K.,2018/11/01,International Economic Review,GREAT MODERATION AND GREAT RECESSION: FROM PLAIN SAILING TO STORMY SEAS?,https://onlinelibrary.wiley.com/doi/10.1111/iere.12337
990,Jürgen Eichberger; Ani Guerdjikova,University of Heidelberg Germany; University of Grenoble Alpes France,2018/11/01,International Economic Review,DO MARKETS PROVE PESSIMISTS RIGHT?,https://onlinelibrary.wiley.com/doi/10.1111/iere.12336
991,Jay Pil Choi; Heiko Gerlach,Michigan State University U.S.A.; and Yonsei University South Korea; University of Queensland Australia,2018/11/01,International Economic Review,A MODEL OF PATENT TROLLS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12330
992,Carlos J. Serrano,Universitat Pompeu Fabra and Barcelona GSE Spain,2018/11/01,International Economic Review,ESTIMATING THE GAINS FROM TRADE IN THE MARKET FOR PATENT RIGHTS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12338
993,Giovanni Lombardo; Harald Uhlig,Bank for International Settlements Switzerland; University of Chicago U.S.A.,2018/11/01,International Economic Review,A THEORY OF PRUNING,https://onlinelibrary.wiley.com/doi/10.1111/iere.12321
994,Fedor Iskhakov; John Rust; Bertel Schjerning,Australian National University Australia; Georgetown University U.S.A.; University of Copenhagen Denmark,2018/11/01,International Economic Review,THE DYNAMICS OF BERTRAND PRICE COMPETITION WITH COST-REDUCING INVESTMENTS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12317
995,Murali Agastya; Oleksii Birulin,University of Sydney Australia; University of Sydney Australia,2018/11/01,International Economic Review,VALUE OF THE STATUS QUO AND EFFICIENT PARTNERSHIP DISSOLUTION,https://onlinelibrary.wiley.com/doi/10.1111/iere.12328
996,Arnold Polanski; Fernando Vega-Redondo,University of East Anglia U.K.; Bocconi University Italy; IGIER Italy,2018/11/01,International Economic Review,COALITION BARGAINING IN REPEATED GAMES,https://onlinelibrary.wiley.com/doi/10.1111/iere.12325
997,Yongmin Chen; Shiyuan Pan; Tianle Zhang,University of Colorado U.S.A.; Zhejiang University China; Lingnan University Hong Kong,2018/11/01,International Economic Review,"PATENTABILITY, R&D DIRECTION, AND CUMULATIVE INNOVATION",https://onlinelibrary.wiley.com/doi/10.1111/iere.12326
998,Elena Krasnokutskaya; Yiyang Li; Petra E. Todd,Johns Hopkins University U.S.A.; Competition Economics LLC U.S.A.; University of Pennsylvania U.S.A.,2018/11/01,International Economic Review,PRODUCT CHOICE UNDER GOVERNMENT REGULATION: THE CASE OF CHILE'S PRIVATIZED PENSION SYSTEM,https://onlinelibrary.wiley.com/doi/10.1111/iere.12319
999,Aurélien Baillon; Aysil Emirmahmutoglu,Erasmus University Rotterdam The Netherlands; Erasmus University Rotterdam and Tinbergen Institute The Netherlands,2018/11/01,International Economic Review,ZOOMING IN ON AMBIGUITY ATTITUDES,https://onlinelibrary.wiley.com/doi/10.1111/iere.12331
1000,Wenbiao Cai,University of Winnipeg Canada,2019/02/01,International Economic Review,"TECHNOLOGY, POLICY DISTORTIONS, AND THE RISE OF LARGE FARMS",https://onlinelibrary.wiley.com/doi/10.1111/iere.12357
1001,José R. Guardado; Nicolas R. Ziebarth,American Medical Association U.S.A.; Cornell University U.S.A.,2019/02/01,International Economic Review,"WORKER INVESTMENTS IN SAFETY, WORKPLACE ACCIDENTS, AND COMPENSATING WAGE DIFFERENTIALS",https://onlinelibrary.wiley.com/doi/10.1111/iere.12347
