Author,Affiliation,Publication Date,Journal Title,Title,URL
Chengchun Shi; Rui Song; Wenbin Lu; Runze Li,"Department of Statistics, London School of Economics and Political Science, London, UK;; View further author information; State University, Raleigh, NC;; View further author information; State University, Raleigh, NC;; View further author information; State University, University Park, PACorrespondenceril4@psu.eduhttps://orcid.org/0000-0002-0154-2202View further author information",2021-7-3,Journal of the American Statistical Association,Statistical Inference for High-Dimensional Models via Recursive Online-Score Estimation,https://www.tandfonline.com/doi/abs/10.1080/01621459.2019.1710154
Jairo Diaz-Rodriguez; Dominique Eckert; Hatef Monajemi; Stéphane Paltani; Sylvain Sardy,"Department of Mathematics and Statistics, Universidad del Norte, Barranquilla, Colombia; https://orcid.org/0000-0002-3573-0906View further author information; b Faculté des Sciences, Université de Genève, Genève, Switzerland; View further author information; c Department of Statistics, Stanford University, Stanford, CA; View further author information; b Faculté des Sciences, Université de Genève, Genève, Switzerland; View further author information; d Section de Mathématiques, Université de Genève, Genève, SwitzerlandCorrespondencesylvain.sardy@unige.chView further author information",2021-7-3,Journal of the American Statistical Association,Nonparametric Estimation of Galaxy Cluster Emissivity and Detection of Point Sources in Astrophysics With Two Lasso Penalties,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1796676
Qiang Sun; Heping Zhang,"Department of Statistical Sciences, University of Toronto, Toronto, ON, Canada; View further author information; b Department of Biostatistics, Yale University School of Public Health, New Haven, CTCorrespondenceheping.zhang@yale.eduView further author information",2021-7-3,Journal of the American Statistical Association,Targeted Inference Involving High-Dimensional Data Using Nuisance Penalized Regression,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1737079
Md Kamrul Hasan Khan; Avishek Chakraborty; Giovanni Petris; Barry T. Wilson,"Department of Mathematical Sciences, University of Arkansas, Fayetteville, AR; Correspondencemkk006@uark.eduView further author information; Department of Mathematical Sciences, University of Arkansas, Fayetteville, AR; View further author information; Department of Mathematical Sciences, University of Arkansas, Fayetteville, AR; View further author information; b Northern Research Station, USDA Forest Service, St Paul, MNhttps://orcid.org/0000-0002-1940-7682View further author information",2021-7-3,Journal of the American Statistical Association,Constrained Functional Regression of National Forest Inventory Data Over Time Using Remote Sensing Observations,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1860769
Wendy L. Martinez,"American Statistical Association, Alexandria, VACorrespondenceMartinez.Wendy@bls.govhttps://orcid.org/0000-0002-0148-2289",2021-7-3,Journal of the American Statistical Association,Back to Our Future: Text Analytics Insights,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1960760
Federico Ferrari; David B. Dunson,"Department of Statistical Science, Duke University, Durham, NCCorrespondenceff31@duke.eduhttps://orcid.org/0000-0001-7720-4077; Department of Statistical Science, Duke University, Durham, NC",2021-7-3,Journal of the American Statistical Association,Bayesian Factor Analysis for Inference on Interactions,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1745813
Matteo Fasiolo; Simon N. Wood; Margaux Zaffran; Raphaël Nedellec; Yannig Goude,"School of Mathematics, University of Bristol, Bristol, UK;; Correspondencematteo.fasiolo@bristol.ac.ukView further author information; School of Mathematics, University of Bristol, Bristol, UK;; https://orcid.org/0000-0002-2034-7453View further author information; b ENSTA ParisTech, Paris, France;; View further author information; c Électricité de France R&D, Paris, FranceView further author information; c Électricité de France R&D, Paris, FranceView further author information",2021-7-3,Journal of the American Statistical Association,Fast Calibrated Additive Quantile Regression,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1725521
Naim U. Rashid; Daniel J. Luckett; Jingxiang Chen; Michael T. Lawson; Longshaokan Wang; Yunshu Zhang; Eric B. Laber; Yufeng Liu; Jen Jen Yeh; Donglin Zeng; Michael R. Kosorok,"at Chapel Hill, Chapel Hill, NC;; at Chapel Hill, Chapel Hill, NC;; at Chapel Hill, Chapel Hill, NC;; at Chapel Hill, Chapel Hill, NC;; State University, Raleigh, NC, USA; State University, Raleigh, NC, USA; State University, Raleigh, NC, USA; at Chapel Hill, Chapel Hill, NC;https://orcid.org/0000-0002-1686-0545; at Chapel Hill, Chapel Hill, NC, USA;; at Chapel Hill, Chapel Hill, NC;; at Chapel Hill, Chapel Hill, NC;Correspondencekosorok@bios.unc.edu",2020-11-5,Journal of the American Statistical Association,High-Dimensional Precision Medicine From Patient-Derived Xenografts,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1828091
Kara E. Rudolph; Oleg Sofrygin; Mark J. van der Laan,"University, New York, New York, NY; Correspondencekr2854@cumc.columbia.eduhttps://orcid.org/0000-0002-9417-7960View further author information; b Division of Biostatistics, University of California, Berkeley, Berkeley, CAView further author information; b Division of Biostatistics, University of California, Berkeley, Berkeley, CAView further author information",2021-7-3,Journal of the American Statistical Association,Complier Stochastic Direct Effects: Identification and Robust Estimation,https://www.tandfonline.com/doi/abs/10.1080/01621459.2019.1704292
Janice L. Scealy; Andrew T. A. Wood,"Australian National University, Canberra, ACT, AustraliaView further author information; Australian National University, Canberra, ACT, AustraliaCorrespondenceAndrew.Wood@anu.edu.auView further author information",2021-7-3,Journal of the American Statistical Association,Analogues on the Sphere of the Affine-Equivariant Spatial Median,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1733582
Aurore Delaigle; Peter Hall; Wei Huang; Alois Kneip,"ACEMS and School of Mathematics and Statistics, University of Melbourne, Parkville, VIC, Australia;; https://orcid.org/0000-0002-4280-3579View further author information; ACEMS and School of Mathematics and Statistics, University of Melbourne, Parkville, VIC, Australia;; View further author information; ACEMS and School of Mathematics and Statistics, University of Melbourne, Parkville, VIC, Australia;; Correspondencewei.huang@unimelb.edu.auhttps://orcid.org/0000-0002-5691-7411View further author information; b Department of Economics and Hausdorff Center for Mathematics, Universität Bonn, Bonn, GermanyView further author information",2021-7-3,Journal of the American Statistical Association,Estimating the Covariance of Fragmented and Other Related Types of Functional Data,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1723597
Xialiang Dou; Tengyuan Liang,"Department of Statistics, University of Chicago; b Booth School of Business, University of ChicagoCorrespondencetengyuan.liang@chicagobooth.edu",2021-7-3,Journal of the American Statistical Association,Training Neural Networks as Learning Data-adaptive Kernels: Provable Representation and Approximation Benefits,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1745812
Trevor Harris; Bo Li; Nathan J. Steiger; Jason E. Smerdon; Naveen Narisetty; J. Derek Tucker,"Department of Statistics, University of Illinois at Urbana-Champaign, Champaign, IL; Correspondencetrevorh2@illinois.edu; Department of Statistics, University of Illinois at Urbana-Champaign, Champaign, IL; ; b Department of Oceanography, Lamont-Doherty Earth Observatory, Palisades, NY; ; b Department of Oceanography, Lamont-Doherty Earth Observatory, Palisades, NY; ; Department of Statistics, University of Illinois at Urbana-Champaign, Champaign, IL; ; National Laboratories, Albuquerque, NMhttps://orcid.org/0000-0001-8844-2169",2021-7-3,Journal of the American Statistical Association,Evaluating Proxy Influence in Assimilated Paleoclimate Reconstructions—Testing the Exchangeability of Two Ensembles of Spatial Processes,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1799810
Rachel C. Nethery; Fabrizia Mealli; Jason D. Sacks; Francesca Dominici,"Department of Biostatistics, Harvard T.H. Chan School of Public HealthCorrespondencernethery@hsph.harvard.eduhttps://orcid.org/0000-0001-9895-1477; b Department of Statistics, Computer Science, Applications, University of Florence; c National Center for Environmental Assessment, Office of Research and Development, U.S. Environmental Protection Agency.; Department of Biostatistics, Harvard T.H. Chan School of Public Health",2021-7-3,Journal of the American Statistical Association,Evaluation of the health impacts of the 1990 Clean Air Act Amendments using causal inference and machine learning,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1803883
Jonathan P Williams,"State University, Raleigh, NCCorrespondencejwilli27@ncsu.eduhttps://orcid.org/0000-0001-5164-9430",2021-7-3,Journal of the American Statistical Association,Discussion of “A Gibbs Sampler for a Class of Random Convex Polytopes”,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1946405
Malka Gorfine; Nir Keret; Asaf Ben Arie; David Zucker; Li Hsu,"Department of Statistics and Operations Research, Tel Aviv University, Tel Aviv, IsraelCorrespondencegorfinem@post.tau.ac.ilhttps://orcid.org/0000-0002-1577-6624View further author information; Department of Statistics and Operations Research, Tel Aviv University, Tel Aviv, IsraelView further author information; Department of Statistics and Operations Research, Tel Aviv University, Tel Aviv, IsraelView further author information; Science, The Hebrew University, Jerusalem, IsraelView further author information; c Public Health Sciences Division, Fred Hutchinson Cancer Research Center, Seattle, WAView further author information",2021-7-3,Journal of the American Statistical Association,Marginalized Frailty-Based Illness-Death Model: Application to the UK-Biobank Survival Data,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1831922
Fabrizio Ruggeri,"e Tecnologie Informatiche, Milano, ItalyCorrespondencefabrizio@mi.imati.cnr.it",2021-7-3,Journal of the American Statistical Association,"Comment on “A Gibbs Sampler for a Class of Random Convex Polytopes” by P.E. Jacob, R. Gong, P.T. Edlefsen and A.P. Dempster",https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1946404
Earl Lawrence; Scott Vander Wiel,"Statistical Sciences, Los Alamos National Laboratory, Los Alamos, NMCorrespondenceearl@lanl.govhttps://orcid.org/0000-0002-6473-1887; Statistical Sciences, Los Alamos National Laboratory, Los Alamos, NMhttps://orcid.org/0000-0002-2647-3549",2021-7-3,Journal of the American Statistical Association,Comment on “A Gibbs Sampler for a Class of Random Convex Polytopes”,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1947305
Yixuan Qiu; Xiao Wang,"Science, Carnegie Mellon University, Pittsburgh, PA; Correspondenceyixuanq@andrew.cmu.eduhttps://orcid.org/0000-0003-0109-6692View further author information; b Department of Statistics, Purdue University, West Lafayette, INView further author information",2021-7-3,Journal of the American Statistical Association,ALMOND: Adaptive Latent Modeling and Optimization via Neural Networks and Langevin Diffusion,https://www.tandfonline.com/doi/abs/10.1080/01621459.2019.1691563
Laurens de Haan; Chen Zhou,"Erasmus University Rotterdam, Rotterdam, Netherlands; ; Erasmus University Rotterdam, Rotterdam, Netherlands; ;b De Nederlandsche Bank, Amsterdam, Netherlands; ;c Tinbergen Institute, Rotterdam, NetherlandsCorrespondencezhou@ese.eur.nl C.Zhou@DNB.nl",2021-7-3,Journal of the American Statistical Association,Trends in Extreme Value Indices,https://www.tandfonline.com/doi/abs/10.1080/01621459.2019.1705307
Rong Ma; T. Tony Cai; Hongzhe Li,"Department of Biostatistics, Epidemiology and Informatics, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA; ; b Department of Statistics, The Wharton School, University of Pennsylvania, Philadelphia, PA; Department of Biostatistics, Epidemiology and Informatics, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA; Correspondencehongzhe@upenn.edu",2021-7-3,Journal of the American Statistical Association,Optimal Permutation Recovery in Permuted Monotone Matrix Model,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1713794
Shulei Wang; T. Tony Cai; Hongzhe Li,"Department of Biostatistics and Epidemiology, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA; View further author information; b Department of Statistics, The Wharton School, University of Pennsylvania, Philadelphia, PAView further author information; Department of Biostatistics and Epidemiology, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA; Correspondencehongzhe@upenn.eduView further author information",2021-7-3,Journal of the American Statistical Association,Optimal Estimation of Wasserstein Distance on a Tree With an Application to Microbiome Studies,https://www.tandfonline.com/doi/abs/10.1080/01621459.2019.1699422
Masayo Y. Hirose; Partha Lahiri,"The Institute of Mathematics for Industry, Kyushu University, Fukuoka, Japan; Correspondencemasayo@imi.kyushu-u.ac.jp; b The Joint Program in Survey Methodology & Department of Mathematics, University of Maryland, College Park, MD",2021-7-3,Journal of the American Statistical Association,Multi-Goal Prior Selection: A Way to Reconcile Bayesian and Classical Approaches for Random Effects Models,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1737532
Pierre E. Jacob; Ruobin Gong; Paul T. Edlefsen; Arthur P. Dempster,"Department of Statistics, Harvard University, Cambridge, MACorrespondencepjacob@g.harvard.eduView further author information; b Department of Statistics, Rutgers University, New Brunswick, NJhttps://orcid.org/0000-0003-2965-9266View further author information; c Fred Hutchinson Cancer Research Center, Seattle, WAView further author information; Department of Statistics, Harvard University, Cambridge, MAView further author information",2021-7-3,Journal of the American Statistical Association,A Gibbs Sampler for a Class of Random Convex Polytopes,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1881523
Stephen Bates; Emmanuel Candès; Lucas Janson; Wenshuo Wang,"Department of Statistics, Stanford University, Stanford, CA; View further author information; b Department of Mathematics and Statistics, Stanford University, Stanford, CA; View further author information; c Department of Statistics, Harvard University, Cambridge, MAView further author information; c Department of Statistics, Harvard University, Cambridge, MACorrespondencewenshuo_wang@g.harvard.eduView further author information",2021-7-3,Journal of the American Statistical Association,Metropolized Knockoff Sampling,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1729163
Pierre E. Jacob; Ruobin Gong; Paul T. Edlefsen; Arthur P. Dempster,"Department of Statistics, Harvard University, Cambridge, MA; Correspondencepjacob@g.harvard.eduhttps://orcid.org/0000-0002-3126-6966; b Department of Statistics, Rutgers University, New Brunswick, NJ; https://orcid.org/0000-0003-2965-9266; c Fred Hutchinson Cancer Research Center, Biostatistics, Bioinformatics, and Epidemiology, Seattle, WA; ; Department of Statistics, Harvard University, Cambridge, MA; ",2021-7-3,Journal of the American Statistical Association,Rejoinder—A Gibbs Sampler for a Class of Random Convex Polytopes,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1945458
Fei Xue; Annie Qu,"Department of Biostatistics, Epidemiology and Informatics, University of Pennsylvania, Philadelphia, PAView further author information; Irvine, Irvine, CACorrespondenceaqu2@uci.eduView further author information",2021-10-2,Journal of the American Statistical Association,Integrating Multisource Block-Wise Missing Data in Model Selection,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1751176
Maxwell Kellogg; Magne Mogstad; Guillaume A. Pouliot; Alexander Torgovitsky,"National Bureau of Economic Research (NBER)View further author information; b Department of Economics, University of Chicago, Statistics Norway, NBERView further author information; c Harris School of Public Policy, University of ChicagoView further author information; d Department of Economics, University of ChicagoCorrespondenceatorgovitsky@gmail.comView further author information",2021-10-2,Journal of the American Statistical Association,Combining Matching and Synthetic Control to Tradeoff Biases From Extrapolation and Interpolation,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1979562
Munir Hiabu; Enno Mammen; M. Dolores Martínez-Miranda; Jens P. Nielsen,"School of Mathematics and Statistics, University of Sydney, Camperdown, NSW, AustraliaCorrespondencemunir.hiabu@sydney.edu.auhttps://orcid.org/0000-0001-5846-667XView further author information; b Institute for Applied Mathematics, Heidelberg University, Heidelberg, GermanyView further author information; c Department of Statistics and Operations Research, University of Granada, Granada, SpainView further author information; d Cass Business School, City, University of London, London, UKhttps://orcid.org/0000-0002-2798-0817View further author information",2021-10-2,Journal of the American Statistical Association,Smooth Backfitting of Proportional Hazards With Multiplicative Components,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1753520
Yutong Li; Ruoqing Zhu; Annie Qu; Han Ye; Zhankun Sun,"Department of Statistics, University of Illinois at Urbana-Champaign, Champaign, IL;; View further author information; Department of Statistics, University of Illinois at Urbana-Champaign, Champaign, IL;; https://orcid.org/0000-0002-0753-5716View further author information; b Department of Statistics, University of California, Irvine, Irvine, CA;; Correspondenceaqu2@uci.eduView further author information; c Gies College of Business, University of Illinois at Urbana-Champaign, Champaign, IL;; https://orcid.org/0000-0002-6374-3405View further author information; d College of Business, City University of Hong Kong, Kowloon, Hong Konghttps://orcid.org/0000-0002-1576-3372View further author information",2021-10-2,Journal of the American Statistical Association,Topic Modeling on Triage Notes With Semiorthogonal Nonnegative Matrix Factorization,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1862667
Colin B. Fogarty; Kwonsang Lee; Rachel R. Kelz; Luke J. Keele,"Operations Research and Statistics Group, MIT Sloan School of Management, Massachusetts Institute of Technology, Cambridge, MA; Correspondencecfogarty@mit.eduView further author information; b Department of Statistics, Sungkyunkwan University, Seoul, Republic of Korea; https://orcid.org/0000-0002-5823-4331View further author information; c Center for Surgery and Health Economics, Department of Surgery, Hospital of the University of Pennsylvania, Philadelphia, PA; View further author information; d Department of Surgery, University of Pennsylvania, Philadelphia, PAhttps://orcid.org/0000-0002-3859-2713View further author information",2021-10-2,Journal of the American Statistical Association,Biased Encouragements and Heterogeneous Effects in an Instrumental Variable Study of Emergency General Surgical Outcomes,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1863220
Azeem M. Shaikh; Panos Toulis,"Department of Economics, University of Chicago, Chicago, IL;;Correspondenceamshaikh@uchicago.edu; b Booth School of Business, University of Chicago, Chicago, IL",2021-10-2,Journal of the American Statistical Association,Randomization Tests in Observational Studies With Staggered Adoption of Treatment,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1974458
Jushan Bai; Serena Ng,"University, New York, NY;View further author information; University and NBER, New York, NYCorrespondenceserena.ng@columbia.eduView further author information",2021-10-2,Journal of the American Statistical Association,"Matrix Completion, Counterfactuals, and Factor Analysis of Missing Data",https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1967163
Ricardo Masini; Marcelo C. Medeiros,"Sao Paulo School of Economics, Getulio Vargas Foundation, Sao Paulo, BrazilView further author information; b Department of Economics, Pontifical Catholic University of Rio de Janeiro, Rio de Janeiro, BrazilCorrespondencemarcelo.c.medeiros@gmail.comhttps://orcid.org/0000-0001-8471-4323View further author information",2021-10-2,Journal of the American Statistical Association,"Counterfactual Analysis With Artificial Controls: Inference, High Dimensions, and Nonstationarity",https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1964978
Huazhang Li; Yaotian Wang; Guofen Yan; Yinge Sun; Seiji Tanabe; Chang-Chia Liu; Mark S. Quigg; Tingting Zhang,"Department of Statistics, University of Virginia, Charlottesville, VA; View further author information; b Department of Statistics, University of Pittsburgh, Pittsburgh, PA; View further author information; c Department of Public Health Sciences, University of Virginia, Charlottesville, VA; View further author information; Department of Statistics, University of Virginia, Charlottesville, VA; View further author information; d Department of Psychology, University of Virginia, Charlottesville, VA; View further author information; e Department of Neurosurgery, University of Virginia, Charlottesville, VA; View further author information; f Department of Neurology, University of Virginia, Charlottesville, VAView further author information; b Department of Statistics, University of Pittsburgh, Pittsburgh, PA; CorrespondenceTIZ67@pitt.eduView further author information",2021-10-2,Journal of the American Statistical Association,A Bayesian State-Space Approach to Mapping Directional Brain Networks,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1865985
Simón Lunagómez; Sofia C. Olhede; Patrick J. Wolfe,"Department of Mathematics and Statistics, Lancaster University, Lancaster, UKCorrespondences.lunagomez@lancaster.ac.ukView further author information; b Institute of Mathematics, École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland;c Department of Statistical Science, UCL, London, UKView further author information; d Department of Statistics, Purdue University, West Lafayette, IN;e Department of Computer Science, Purdue University, West Lafayette, IN;f Department of Electrical & Computer Engineering, Purdue University, West Lafayette, INView further author information",2021-10-2,Journal of the American Statistical Association,Modeling Network Populations via Graph Distances,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1763803
Sangwook Kang,Yonsei UniversityCorrespondencekanggi1@yonsei.ac.krhttps://orcid.org/0000-0003-2658-481X,2021-10-2,Journal of the American Statistical Association,Advanced Survival Models,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1997014
Xu Shi; Xiaoou Li; Tianxi Cai,"Department of Biostatistics, University of Michigan, Ann Arbor, MICorrespondenceshixu@umich.eduhttps://orcid.org/0000-0001-8566-9552View further author information; b Department of Statistics, University of Minnesota, Minneapolis, MNView further author information; c Department of Biostatistics, Harvard University, Boston, MAView further author information",2021-10-2,Journal of the American Statistical Association,Spherical Regression Under Mismatch Corruption With Application to Automated Knowledge Translation,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1752219
Junhyung Park; Frederic Paik Schoenberg; Andrea L. Bertozzi; P. Jeffrey Brantingham,"Department of Statistics, University of California, Los Angeles, CA;View further author information; Department of Statistics, University of California, Los Angeles, CA;Correspondencefrederic@g.ucla.eduView further author information; b Department of Mathematics, University of California, Los Angeles, CA;View further author information; c Department of Anthropology, University of California, Los Angeles, CAView further author information",2021-10-2,Journal of the American Statistical Association,Investigating Clustering and Violence Interruption in Gang-Related Violent Crime Data Using Spatial–Temporal Point Processes With Covariates,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1898408
Corbin Quick; Rounak Dey; Xihong Lin,"Department of Biostatistics, Harvard T.H. Chan School of Public Health, Boston, MA;; View further author information; Department of Biostatistics, Harvard T.H. Chan School of Public Health, Boston, MA;; View further author information; Department of Biostatistics, Harvard T.H. Chan School of Public Health, Boston, MA;; ;b Department of Statistics, Faculty of Arts and Sciences, Harvard University, Cambridge, MACorrespondencexlin@hsph.harvard.eduhttps://orcid.org/0000-0001-7067-7752View further author information",2021-10-2,Journal of the American Statistical Association,Regression Models for Understanding COVID-19 Epidemic Dynamics With Incomplete Data,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.2001339
Corbin Quick; Rounak Dey; Xihong Lin,"Department of Biostatistics, Harvard T.H. Chan School of Public Health, Boston, MA;; ; Department of Biostatistics, Harvard T.H. Chan School of Public Health, Boston, MA;; ; Department of Biostatistics, Harvard T.H. Chan School of Public Health, Boston, MA;; ;b Department of Statistics, Faculty of Arts and Sciences, Harvard University, Cambridge, MACorrespondencexlin@hsph.harvard.eduhttps://orcid.org/0000-0001-7067-7752",2021-10-2,Journal of the American Statistical Association,Rejoinder: Regression Models for Understanding COVID-19 Epidemic Dynamics With Incomplete Data,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.2001340
Sourav Chatterjee,"Department of Statistics, Stanford University, Stanford, CACorrespondencesouravc@stanford.eduView further author information",2021-10-2,Journal of the American Statistical Association,A New Coefficient of Correlation,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1758115
Nicholas P. Jewell,"Department of Medical Statistics, London School of Hygiene & Tropical Medicine, London, UKCorrespondencejewell@berkeley.eduhttps://orcid.org/0000-0002-8637-9132",2021-10-2,Journal of the American Statistical Association,"Statistical Models for COVID-19 Incidence, Cumulative Prevalence, and R
t
",https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1983436
Fangzheng Xie; Yanxun Xu,"Department of Applied Mathematics and Statistics, Johns Hopkins University, Baltimore, MDView further author information; Department of Applied Mathematics and Statistics, Johns Hopkins University, Baltimore, MDCorrespondenceyanxun.xu@jhu.eduView further author information",2021-10-2,Journal of the American Statistical Association,Bayesian Projected Calibration of Computer Models,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1753519
Andrew Gelman; Aki Vehtari,"University, New York, NY;Correspondencegelman@stat.columbia.eduhttps://orcid.org/0000-0002-6975-2601; b Department of Computer Science, Aalto University, Espoo, Finland",2021-10-2,Journal of the American Statistical Association,What are the Most Important Statistical Ideas of the Past 50 Years?,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1938081
,,2021-10-2,Journal of the American Statistical Association,Correction,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1969237
Susan Athey; Mohsen Bayati; Nikolay Doudchenko; Guido Imbens; Khashayar Khosravi,"Graduate School of Business, Stanford University, SIEPR, and NBER, Stanford, CAView further author information; b Graduate School of Business, Stanford University, Stanford, CAView further author information; b Graduate School of Business, Stanford University, Stanford, CAView further author information; c Graduate School of Business, and Department of Economics, Stanford University, SIEPR, and NBER, Stanford, CACorrespondenceimbens@stanford.eduView further author information; d Department of Electrical Engineering, Stanford University, Stanford, CAView further author information",2021-10-2,Journal of the American Statistical Association,Matrix Completion Methods for Causal Panel Data Models,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1891924
Xueyu Mao; Purnamrita Sarkar; Deepayan Chakrabarti,"Department of Computer Science, The University of Texas at Austin, Austin, TXCorrespondencexueyu.mao@utexas.eduhttps://orcid.org/0000-0003-0076-7431; Sciences, The University of Texas at Austin, Austin, TX; c IROM, McCombs School of Business, The University of Texas at Austin, Austin, TX",2021-10-2,Journal of the American Statistical Association,Estimating Mixed Memberships With Sharp Eigenvector Deviations,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1751645
Dingdong Yi; Shaoyang Ning; Chia-Jung Chang; S. C. Kou,"Citadel Americas LLC, Chicago, ILView further author information; b Department of Mathematics and Statistics, Williams College, Williamstown, MAView further author information; c Department of Statistics and Applied Probability, National University of Singapore, SingaporeView further author information; d Department of Statistics, Harvard University, Cambridge, MACorrespondencekou@stat.harvard.eduView further author information",2021-10-2,Journal of the American Statistical Association,Forecasting Unemployment Using Internet Search Data via PRISM,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1883436
Pierre Lafaye de Micheaux; Pavlo Mozharovskyi; Myriam Vimond,"School of Mathematics and Statistics, UNSW Sydney, NSW, AustraliaCorrespondencelafaye@unsw.edu.au; b LTCI, Télécom Paris, Institut Polytechnique de Paris, Paris, France; c Univ Rennes, Ensai, CNRS, CREST – UMR 9194, Bruz, France",2021-10-2,Journal of the American Statistical Association,Depth for Curve Data and Applications,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1745815
Jason Wu; Peng Ding,"Department of Statistics, University of California, Berkeley, CAView further author information; Department of Statistics, University of California, Berkeley, CACorrespondencepengdingpku@berkeley.eduhttps://orcid.org/0000-0002-2704-2353View further author information",2021-10-2,Journal of the American Statistical Association,Randomization Tests for Weak Null Hypotheses in Randomized Experiments,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1750415
Matias D. Cattaneo; Yingjie Feng; Rocio Titiunik,"Department of Operations Research and Financial Engineering, Princeton University, Princeton, NJCorrespondencecattaneo@princeton.eduView further author information; University, Beijing, ChinaView further author information; c Department of Politics, Princeton University, Princeton, NJView further author information",2021-10-2,Journal of the American Statistical Association,Prediction Intervals for Synthetic Control Methods,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1979561
Guillaume Gerber; Yohann Le Faou; Olivier Lopez; Michael Trupin,"Forsides, Paris, France; b Forsides & Sorbonne Université, CNRS, Laboratoire de Probabilités, Statistique et Modélisation, LPSM, Paris, France; c Sorbonne Université, CNRS, Laboratoire de Probabilités, Statistique et Modélisation, LPSM, Paris, FranceCorrespondenceolivier.lopez@sorbonne-universite.fr; d Santiane, Paris, France",2021-10-2,Journal of the American Statistical Association,"The Impact of Churn on Client Value in Health Insurance, Evaluation Using a Random Forest Under Various Censoring Mechanisms",https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1764364
Jyotishka Datta; Bhramar Mukherjee,"Polytechnic Institute and State University, Blacksburg, VA; ; b Department of Biostatistics, University of Michigan, Ann Arbor, MICorrespondencebhramar@umich.edu",2021-10-2,Journal of the American Statistical Association,Discussion on “Regression Models for Understanding COVID-19 Epidemic Dynamics With Incomplete Data”,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1982721
Xinyi Li; Li Wang; Huixia Judy Wang,"at Chapel Hill, Chapel Hill, NCView further author information; State University, Ames, IACorrespondencelilywang@iastate.eduhttps://orcid.org/0000-0001-8432-9986View further author information; d Department of Statistics, George Washington University, Washington, DCView further author information",2021-10-2,Journal of the American Statistical Association,Sparse Learning and Structure Identification for Ultrahigh-Dimensional Image-on-Scalar Regression,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1753523
