Author,Affiliation,Publication Date,Journal Title,Title,URL,,,,,,,,,,,,,,,,,,,,
Raffaella Giacomini; Toru Kitagawa; Matthew Read,"Federal Reserve Bank of Chicago, Chicago, IL;b Department of Economics, University College London, London, UKCorrespondencer.giacomini@ucl.ac.ukView further author information; b Department of Economics, University College London, London, UK;c Department of Economics, Brown University, Providence, RIhttps://orcid.org/0000-0001-5550-1281View further author information; d Reserve Bank of Australia, Sydney, AustraliaView further author information",2022/10/2,Journal of Business & Economic Statistics,Narrative Restrictions and Proxies,https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2115496,,,,,,,,,,,,,,,,,,,,
Yujia Wu; Wei Lan; Tao Zou; Chih-Ling Tsai,"School of Statistics and Center of Statistical Research, Southwestern University of Finance and Economics, Chengdu, ChinaView further author information; School of Statistics and Center of Statistical Research, Southwestern University of Finance and Economics, Chengdu, ChinaCorrespondencelanwei@swufe.edu.cnView further author information; b Research School of Finance, Actuarial Studies & Statistics, The Australian National University, Canberra, AustraliaView further author information; c Graduate School of Management, University of California, Davis, CAView further author information",2022/10/2,Journal of Business & Economic Statistics,Inward and Outward Network Influence Analysis,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1953509,,,,,,,,,,,,,,,,,,,,
Thomas Stringham,"Department of Economics, University of Toronto, 150?�St. George Street, Toronto, Ontario, CanadaM5S 3G7.https://orcid.org/0000-0002-3635-3989View further author information",2022/10/2,Journal of Business & Economic Statistics,Fast Bayesian Record Linkage With Record-Specific Disagreement Parameters,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1934478,,,,,,,,,,,,,,,,,,,,
Xuening Zhu; Rui Pan; Shuyuan Wu; Hansheng Wang,"Science, Fudan University, Shanghai, Chinahttps://orcid.org/0000-0001-5824-5279View further author information; b School of Statistics and Mathematics, Central University of Finance and Economics, Beijing, Chinahttps://orcid.org/0000-0002-6007-4285View further author information; School of Management, Peking University, Beijing, ChinaCorrespondenceshuyuan.w@pku.edu.cnView further author information; School of Management, Peking University, Beijing, Chinahttps://orcid.org/0000-0003-2386-0209View further author information",2022/10/2,Journal of Business & Economic Statistics,Feature Screening for Massive Data Analysis by Subsampling,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1990771,,,,,,,,,,,,,,,,,,,,
Raffaella Giacomini; Toru Kitagawa; Matthew Read,"Federal Reserve Bank of Chicago, Chicago, IL;b Department of Economics, University College London, London, UKCorrespondencer.giacomini@ucl.ac.ukView further author information; b Department of Economics, University College London, London, UK;c Department of Economics, Brown University, Providence, RIView further author information; d Reserve Bank of Australia, Sydney, AustraliaView further author information",2022/10/2,Journal of Business & Economic Statistics,Narrative Restrictions and Proxies: Rejoinder,https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2115710,,,,,,,,,,,,,,,,,,,,
Hang Qian,"Mathworks Inc, Natick, MACorrespondencematlabist@gmail.comhttps://orcid.org/0000-0001-6185-3275",2022/10/2,Journal of Business & Economic Statistics,Bayesian Inference in Common Microeconometric Models With Massive Datasets by Double Marginalized Subsampling,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1933502,,,,,,,,,,,,,,,,,,,,
Baoluo Sun; Zhiqiang Tan,"Department of Statistics and Applied Probability, National University of Singapore, SingaporeView further author information; b Department of Statistics, Rutgers University, Piscataway, NJCorrespondenceztan@stat.rutgers.eduView further author information",2022/10/2,Journal of Business & Economic Statistics,High-Dimensional Model-Assisted Inference for Local Average Treatment Effects With Instrumental Variables,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1970575,,,,,,,,,,,,,,,,,,,,
Lutz Kilian,"Federal Reserve Bank of Dallas, Dallas, TXCorrespondencelkilian2019@gmail.comView further author information",2022/10/2,Journal of Business & Economic Statistics,"Comment on Giacomini, Kitagawa, and Read?�s ?�Narrative Restrictions and Proxies??,https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2102022
Gaorong Li; Lei Huang; Jin Yang; Wenyang Zhang,School of Statistics", Beijing Normal University, Beijing, ChinaView further author information; b School of Mathematics, Southwest Jiaotong UniversityView further author information; Sciences, Nankai University, Tianjin, ChinaView further author information; d Department of Mathematics, University of York, York," UKCorrespondencewenyang.zhang@york.ac.ukView further author information""",2022/10/2,Journal of Business & Economic Statistics,A Synthetic Regression Model for Large Portfolio Allocation,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1961787,,,,,,,
Rubén Loaiza-Maya; Didier Nibbering,"Department of Econometrics and Business Statistics, Monash University, Melbourne, Australia; Department of Econometrics and Business Statistics, Monash University, Melbourne, AustraliaCorrespondencedidier.nibbering@monash.eduhttps://orcid.org/0000-0003-4398-4321",2022/10/2,Journal of Business & Economic Statistics,Scalable Bayesian Estimation in the Multinomial Probit Model,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1961788,,,,,,,,,,,,,,,,,,,,
Francisco Peñaranda; Juan M. Rodríguez-Poo; Stefan Sperlich,"Queens College CUNY, Flushing, NY;Correspondencefrancisco.penaranda@qc.cuny.eduhttps://orcid.org/0000-0002-3977-0139View further author information; b Department of Economics, University of Cantabria, Santander, Spain;View further author information; c University of Geneva, GSEM, Geneva, SwitzerlandView further author information",2022/10/2,Journal of Business & Economic Statistics,Nonparametric Specification Testing of Conditional Asset Pricing Models,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1933500,,,,,,,,,,,,,,,,,,,,
Mikkel Plagborg-Møller,"Princeton University, Princeton, NJCorrespondencemikkelpm@princeton.eduView further author information",2022/10/2,Journal of Business & Economic Statistics,"Discussion of ?�Narrative Restrictions and Proxies??by Raffaella Giacomini, Toru Kitagawa, and Matthew Read",https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2096042,,,,,,,,,,,,,,,,,,,,
Rossella Calvi; Arthur Lewbel; Denni Tommasi,"Department of Economics, Rice University, Houston, TX; b Department of Economics, Boston College, Chestnut Hill, MACorrespondencelewbel@bc.edu; c Department of Economics, University of Bologna, Bologna, Italy;d Centre for Development Economics and Sustainability, Monash University, Melbourne, Australia",2022/10/2,Journal of Business & Economic Statistics,LATE With Missing or Mismeasured Treatment,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1970573,,,,,,,,,,,,,,,,,,,,
Erhao Xie,"Bank of Canada, Ottawa, CanadaCorrespondenceerhaoxie@bankofcanada.ca",2022/10/2,Journal of Business & Economic Statistics,Inference in Games Without Equilibrium Restriction: An Application to Restaurant Competition in Opening Hours,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1981914,,,,,,,,,,,,,,,,,,,,
Xuan Liang; Jiti Gao; Xiaodong Gong,"Research School of Finance, Actuarial Studies and Statistics, The Australian National University, Canberra, AustraliaCorrespondencexuan.liang@anu.edu.auhttps://orcid.org/0000-0002-0792-3751View further author information; b Monash University, Melbourne, AustraliaView further author information; and IZA, Canberra, AustraliaView further author information",2022/10/2,Journal of Business & Economic Statistics,Semiparametric Spatial Autoregressive Panel Data Model with Fixed Effects and Time-Varying Coefficients,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1979564,,,,,,,,,,,,,,,,,,,,
Xiao Huang; Zhaoguo Zhan,"Department of Economics, Finance, and Quantitative Analysis, Coles College of Business, Kennesaw State University, Kennesaw, GACorrespondencexhuang3@kennesaw.eduView further author information; Department of Economics, Finance, and Quantitative Analysis, Coles College of Business, Kennesaw State University, Kennesaw, GAView further author information",2022/10/2,Journal of Business & Economic Statistics,Local Composite Quantile Regression for Regression Discontinuity,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1990072,,,,,,,,,,,,,,,,,,,,
Ovidijus Stauskas; Joakim Westerlund,"Lund University, Melbourne, Swedenhttps://orcid.org/0000-0002-5326-8794; b Lund University, Deakin University, Lund, SwedenCorrespondenceJ.westerlund@deakin.edu.au",2022/10/2,Journal of Business & Economic Statistics,Tests of Equal Forecasting Accuracy for Nested Models with Estimated CCE Factors*,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1970576,,,,,,,,,,,,,,,,,,,,
Haozhe Zhang; Yehua Li,"Microsoft Corporation, Redmond, WA;View further author information; b Department of Statistics, University of California, Riverside, CACorrespondenceyehuali@gmail.comhttps://orcid.org/0000-0002-5945-378XView further author information",2022/10/2,Journal of Business & Economic Statistics,Unified Principal Component Analysis for Sparse and Dense Functional Data under Spatial Dependency,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1938085,,,,,,,,,,,,,,,,,,,,
Maddalena Cavicchioli,"and Reggio E., Modena, ItalyCorrespondencemaddalena.cavicchioli@unimore.itView further author information",2022/10/2,Journal of Business & Economic Statistics,"Markov Switching Garch Models: Higher Order Moments, Kurtosis Measures, and Volatility Evaluation in Recessions and Pandemic",https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1974459,,,,,,,,,,,,,,,,,,,,
Phillip Heiler,"Department of Economics and Business Economics, Aarhus University, CREATES, TrygFonden?�s Centre for Child Research, DenmarkCorrespondencepheiler@econ.au.dkView further author information",2022/10/2,Journal of Business & Economic Statistics,Efficient Covariate Balancing for the Local Average Treatment Effect,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1946067,,,,,,,,,,,,,,,,,,,,
Andrii Babii,"at Chapel Hill, Chapel Hill, NCCorrespondencebabiy.andrew@gmail.com",2022/10/2,Journal of Business & Economic Statistics,High-Dimensional Mixed-Frequency IV Regression,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1933501,,,,,,,,,,,,,,,,,,,,
Markus Pelger; Ruoxuan Xiong,"Department of Management Science & Engineering, Stanford University, Stanford, CACorrespondencempelger@stanford.edu; Department of Management Science & Engineering, Stanford University, Stanford, CA",2022/10/2,Journal of Business & Economic Statistics,Interpretable Sparse Proximate Factors for Large Dimensions,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1961786,,,,,,,,,,,,,,,,,,,,
Sébastien Fries,"Science, Vrije Universiteit Amsterdam, Amsterdam, NetherlandsCorrespondencesebastien.fries@gmail.comhttps://orcid.org/0000-0003-1204-5532View further author information",2022/10/2,Journal of Business & Economic Statistics,Conditional Moments of Noncausal Alpha-Stable Processes and the Prediction of Bubble Crash Odds,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1953508,,,,,,,,,,,,,,,,,,,,
Johannes Ruf; Weiguan Wang,"Department of Mathematics, London School of Economics and Political Science, London, UK;; b School of Economics, Shanghai University, ChinaCorrespondenceweiguanwang@outlook.com",2022/10/2,Journal of Business & Economic Statistics,Hedging With Linear Regressions and Neural Networks,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1931241,,,,,,,,,,,,,,,,,,,,
Zhanxiong Xu; Zhibiao Zhao,"Department of Statistics, Penn State University, University Park, PA; Department of Statistics, Penn State University, University Park, PACorrespondencezuz13@stat.psu.edu",2022/10/2,Journal of Business & Economic Statistics,Efficient Estimation for Models With Nonlinear Heteroscedasticity,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1933991,,,,,,,,,,,,,,,,,,,,
Juan Rubio-Ramírez,"Economics Department, Emory University, Atlanta, GA;b Federal Reserve Bank of Atlanta, Atlanta, GACorrespondencejuan.rubio-ramirez@emory.edu",2022/10/2,Journal of Business & Economic Statistics,"Comments on ?�Narrative Restrictions and Proxies??by Giacomini, Kitagawa, and Read",https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2102021,,,,,,,,,,,,,,,,,,,,
Niko Hauzenberger; Florian Huber; Gary Koop; Luca Onorante,"Department of Economics, University of Salzburg, Salzburg, AustriaView further author information; Department of Economics, University of Salzburg, Salzburg, AustriaCorrespondenceflorian.huber@plus.ac.athttps://orcid.org/0000-0002-2896-7921View further author information; b Department of Economics, University of Strathclyde, Glasgow, UKhttps://orcid.org/0000-0002-6091-378XView further author information; c Joint Research Centre, European Commission, Ispra, ItalyView further author information",2022/10/2,Journal of Business & Economic Statistics,Fast and Flexible Bayesian Inference in Time-varying Parameter Regression Models,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1990772,,,,,,,,,,,,,,,,,,,,
Stéphane Bonhomme; Martin Weidner,"University of Chicago, Chicago, IL;;Correspondencesbonhomme@uchicago.eduView further author information; b University College London, London, UKView further author information",2022/10/2,Journal of Business & Economic Statistics,Posterior Average Effects,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1984928,,,,,,,,,,,,,,,,,,,,
Fengqing Zhang; Jiangtao Gou,"Department of Psychology, Drexel University, Philadelphia, PAhttps://orcid.org/0000-0003-4580-0143; University, Villanova, PACorrespondencejiangtao.gou@villanova.eduhttps://orcid.org/0000-0001-5304-0530",2022/10/2,Journal of Business & Economic Statistics,A Unified Framework for Estimation in Lognormal Models,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1952878,,,,,,,,,,,,,,,,,,,,
Yujie Liao; Jingyuan Liu; Donna L. Coffman; Runze Li,"State University, USA;View further author information; Science, School of Economics, Wang Yanan Institute for Studies in Economics, and Fujian Key Lab of Statistics, Xiamen University, Xiamen361005, China;Correspondencejingyuan@xmu.edu.cnView further author information; c Department of Epidemiology and Biostatistics, Temple University, USA;View further author information; State University, USA;View further author information",2022/10/2,Journal of Business & Economic Statistics,Varying Coefficient Mediation Model and Application to Analysis of Behavioral Economics Data,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1971089,,,,,,,,,,,,,,,,,,,,
Robert Moffitt; Sisi Zhang,"Johns Hopkins University, Baltimore, MD;Correspondencemoffitt@jhu.eduhttps://orcid.org/0000-0002-3627-3057View further author information; b Jinan University, Guangzhou, Chinahttps://orcid.org/0000-0002-2965-9875View further author information",2022/12/13,Journal of Business & Economic Statistics,Estimating Trends in Male Earnings Volatility with the Panel Study of Income Dynamics,https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2102024,,,,,,,,,,,,,,,,,,,,
Yoshimasa Uematsu; Takashi Yamagata,"Department of Economics and Management, Tohoku UniversityCorrespondenceuematsu0911@gmail.comhttps://orcid.org/0000-0002-0983-3143View further author information; UniversityView further author information",2022/12/13,Journal of Business & Economic Statistics,Inference in Sparsity-Induced Weak Factor Models,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.2003203,,,,,,,,,,,,,,,,,,,,
Christian Francq; Genaro Sucarrat,"CREST, Université de Lille, Lille, FranceCorrespondencegenaro.sucarrat@bi.noView further author information; b Department of Economics, BI Norwegian Business School, Oslo, NorwayView further author information",2022/12/13,Journal of Business & Economic Statistics,Volatility Estimation When the Zero-Process is Nonstationary,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1999821,,,,,,,,,,,,,,,,,,,,
Sonja C. de New; Stefanie Schurer,"Centre for Health Economics, Monash University, Caulfield East, Australia, and Institute for the Study of Labor (IZA), Bonn, Germany;; View further author information; b School of Economics, The University of Sydney, Sydney, Australia, and Institute for the Study of Labor (IZA), Bonn, GermanyCorrespondencestefanie.schurer@sydney.edu.auhttps://orcid.org/0000-0002-1103-5239View further author information",2022/12/13,Journal of Business & Economic Statistics,Survey Response Behavior as a Proxy for Unobserved Ability: Theory and Evidence,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.2008404,,,,,,,,,,,,,,,,,,,,
Jad Beyhum; Eric Gautier,"ORSTAT, KU Leuven, Belgium;Correspondencejad.beyhum@gmail.comView further author information; b Toulouse School of Economics, Université Toulouse Capitole, Toulouse, FranceView further author information",2022/12/13,Journal of Business & Economic Statistics,Factor and Factor Loading Augmented Estimators for Panel Regression With Possibly Nonstrong Factors,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.2011300,,,,,,,,,,,,,,,,,,,,
Robert Moffitt; John Abowd; Christopher Bollinger; Michael Carr; Charles Hokayem; Kevin McKinney; Emily Wiemers; Sisi Zhang; James Ziliak,"Johns Hopkins University, Baltimore, MD;Correspondencemoffitt@jhu.eduhttps://orcid.org/0000-0002-3627-3057View further author information; b U.S. Bureau of the Census, Washington, DC;;c Cornell University, Ithaca, NY;View further author information; d University of Kentucky, Lexington, KY;View further author information; e University of Massachusetts Boston, Boston, MA;View further author information; b U.S. Bureau of the Census, Washington, DC;View further author information; b U.S. Bureau of the Census, Washington, DC;View further author information; f Syracuse University, Syracuse, NY;View further author information; g Jinan University, Guangzhou, Chinahttps://orcid.org/0000-0002-2965-9875View further author information; d University of Kentucky, Lexington, KY;https://orcid.org/0000-0001-8792-3825View further author information",2022/12/13,Journal of Business & Economic Statistics,Reconciling Trends in U.S. Male Earnings Volatility: Results from Survey and Administrative Data,https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2102020,,,,,,,,,,,,,,,,,,,,
John H. J. Einmahl; Yi He,"Department of Econometrics & OR and CentER, Tilburg University, Tilburg, The Netherlands; b Amsterdam School of Economics, University of Amsterdam, Amsterdam, The Netherlands;c Tinbergen Institute, Amsterdam, The NetherlandsCorrespondenceyi.he@uva.nlhttps://orcid.org/0000-0003-3540-4657",2022/12/13,Journal of Business & Economic Statistics,Extreme Value Estimation for Heterogeneous Data,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.2008408,,,,,,,,,,,,,,,,,,,,
Taras Bodnar; Yarema Okhrin; Nestor Parolya,"Department of Mathematics, Stockholm University, Stockholm, Sweden;;; b Department of Statistics, University of Augsburg, Augsburg, Germany;;; c Department of Applied Mathematics, Delft University of Technology, Delft, The NetherlandsCorrespondencen.parolya@tudelft.nlhttps://orcid.org/0000-0003-2147-2288",2022/12/13,Journal of Business & Economic Statistics,Optimal Shrinkage-Based Portfolio Selection in High Dimensions,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.2004897,,,,,,,,,,,,,,,,,,,,
Jianqing Fan; Kosuke Imai; Inbeom Lee; Han Liu; Yang Ning; Xiaolin Yang,"Department of Operations Research and Financial Engineering, Princeton University, Princeton, NJView further author information; b Department of Government and Department of Statistics, Harvard University, Cambridge, MAhttps://orcid.org/0000-0002-2748-1022View further author information; Science, Cornell University, Ithaca, NYView further author information; d Department of Electrical Engineering and Computer Science, Northwestern University, Evanston, ILView further author information; Science, Cornell University, Ithaca, NYCorrespondenceyn265@cornell.eduView further author information; e Amazon, Seattle, WAView further author information",2022/12/13,Journal of Business & Economic Statistics,Optimal Covariate Balancing Conditions in Propensity Score Estimation,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.2002159,,,,,,,,,,,,,,,,,,,,
Anna Bykhovskaya,"Department of Economics, University of Wisconsin?�Madison, Madison, WICorrespondenceanna.bykhovskaya@wisc.edu",2022/12/13,Journal of Business & Economic Statistics,Time Series Approach to the Evolution of Networks: Prediction and Estimation,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.2006669,,,,,,,,,,,,,,,,,,,,
James P. Ziliak; Charles Hokayem; Christopher R. Bollinger,"Department of Economics, University of Kentucky, Lexington, KY;Correspondencejziliak@uky.eduhttps://orcid.org/0000-0001-8792-3825View further author information; b U.S. Census Bureau, Suitland, MDView further author information; Department of Economics, University of Kentucky, Lexington, KY;View further author information",2022/12/13,Journal of Business & Economic Statistics,Trends in Earnings Volatility Using Linked Administrative and Survey Data,https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2102023,,,,,,,,,,,,,,,,,,,,
Yoshimasa Uematsu; Takashi Yamagata,"Department of Economics and Management, Tohoku University, Sendai, JapanCorrespondenceuematsu0911@gmail.comhttps://orcid.org/0000-0002-0983-3143View further author information; University, Suita, JapanView further author information",2022/12/13,Journal of Business & Economic Statistics,Estimation of Sparsity-Induced Weak Factor Models,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.2008405,,,,,,,,,,,,,,,,,,,,
Lei Jiang; Weimin Liu; Liang Peng,"University, Beijing, ChinaCorrespondencelpeng@gsu.eduView further author information; State University, Atlanta, GAView further author information; State University, Atlanta, GAView further author information",2022/12/13,Journal of Business & Economic Statistics,Test for Market Timing Using Daily Fund Returns,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.2006670,,,,,,,,,,,,,,,,,,,,
Rong Chen; Yuanyuan Ji; Guolin Jiang; Han Xiao; Ruoqing Xie; Pingfang Zhu,"Department of Statistics, Rutgers University, Rutgers, NJCorrespondencerongchen@stat.rutgers.eduhttps://orcid.org/0000-0003-0793-4546View further author information; b Research Center of Econometrics, Shanghai Academy of Social Sciences, Shanghai, PR ChinaView further author information; b Research Center of Econometrics, Shanghai Academy of Social Sciences, Shanghai, PR ChinaView further author information; Department of Statistics, Rutgers University, Rutgers, NJView further author information; b Research Center of Econometrics, Shanghai Academy of Social Sciences, Shanghai, PR China;c Institute of Economics, Shanghai Academy of Social Sciences, Shanghai, PR ChinaView further author information; b Research Center of Econometrics, Shanghai Academy of Social Sciences, Shanghai, PR China;c Institute of Economics, Shanghai Academy of Social Sciences, Shanghai, PR ChinaView further author information",2022/12/13,Journal of Business & Economic Statistics,Composite Index Construction with Expert Opinion,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.2000418,,,,,,,,,,,,,,,,,,,,
Donghang Luo; Ke Zhu; Huan Gong; Dong Li,"Department of Statistics & Actuarial Science, University of Hong Kong, Hong KongView further author information; Department of Statistics & Actuarial Science, University of Hong Kong, Hong KongView further author information; University, Beijing, ChinaView further author information; University, Beijing, ChinaCorrespondencemalidong@tsinghua.edu.cnhttps://orcid.org/0000-0002-8543-8516View further author information",2022/12/13,Journal of Business & Economic Statistics,Testing Error Distribution by Kernelized Stein Discrepancy in Multivariate Time Series Models,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.2002160,,,,,,,,,,,,,,,,,,,,
Lengyang Wang; Efang Kong; Yingcun Xia,"National University of Singapore, Singapore;;View further author information; b University of Electronic Science and Technology of China, Chengdu, ChinaCorrespondencesingeu@live.co.ukView further author information; National University of Singapore, Singapore;;;b University of Electronic Science and Technology of China, Chengdu, ChinaView further author information",2022/12/13,Journal of Business & Economic Statistics,Bootstrap Tests for High-Dimensional White-Noise,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.2008407,,,,,,,,,,,,,,,,,,,,
Kevin L. McKinney; John M. Abowd,"Center for Economic Studies, U.S. Census Bureau, Suitland, MD; Correspondencekevin.l.mckinney@census.govView further author information; b Research and Methodology Directorate, US Census Bureau, Washington, DCView further author information",2022/12/13,Journal of Business & Economic Statistics,"Male Earnings Volatility in LEHD Before, During, and After the Great Recession",https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2126479,,,,,,,,,,,,,,,,,,,,
Carlos Trucíos; João H. G. Mazzeu; Marc Hallin; Luiz K. Hotta; Pedro L. Valls Pereira; Mauricio Zevallos,"Faculty of Business Administration and Accounting, Federal University of Rio de Janeiro, Brazil;b São Paulo School of Economics, FGV, BrazilView further author information; c Department of Statistics, University of Campinas, São Paulo, BrazilView further author information; d ECARES, and Département de Mathématique, Université libre de Bruxelles, Bruxelles, BelgiumCorrespondencemhallin@ulb.ac.beView further author information; c Department of Statistics, University of Campinas, São Paulo, Brazilhttps://orcid.org/0000-0002-1005-602XView further author information; b São Paulo School of Economics, FGV, BrazilView further author information; c Department of Statistics, University of Campinas, São Paulo, BrazilView further author information",2022/12/13,Journal of Business & Economic Statistics,Forecasting Conditional Covariance Matrices in High-Dimensional Time Series: A General Dynamic Factor Approach,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.1996380,,,,,,,,,,,,,,,,,,,,
Michael D. Carr; Robert A. Moffitt; Emily E. Wiemers,"Department of Economics, University of Massachusetts Boston, Boston, MA; Correspondencemichael.carr@umb.eduView further author information; b Department of Economics, Johns Hopkins University, Baltimore, MD; https://orcid.org/0000-0002-3627-3057View further author information; c Department of Public Administration and International Affairs, Syracuse University, Syracuse, NYView further author information",2022/12/13,Journal of Business & Economic Statistics,Reconciling Trends in Male Earnings Volatility: Evidence from the SIPP Survey and Administrative Data,https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2126845,,,,,,,,,,,,,,,,,,,,
Rong Zhu; Xinyu Zhang; Alan T. K. Wan; Guohua Zou,"MRC Biostatistics Unit, School of Clinical Medicine, University of Cambridge, Cambridge, UKView further author information; b Academy of Mathematics and Systems Science, Chinese Academy of Sciences and Beijing Academy of Artificial Intelligence, Beijing, ChinaCorrespondencexinyu@amss.ac.cnView further author information; Science, City University of Hong Kong, Hong KongView further author information; d School of Mathematical Sciences, Capital Normal University, Beijing, ChinaView further author information",2022/12/13,Journal of Business & Economic Statistics,Kernel Averaging Estimators,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.2006668,,,,,,,,,,,,,,,,,,,,
Fukang Zhu; Mengya Liu; Shiqing Ling; Zongwu Cai,"School of Mathematics, Jilin University, Changchun, Jilin, ChinaView further author information; Normal University, Wuhan, Hubei, ChinaView further author information; c Department of Mathematics, Hong Kong University of Science and Technology, Hong Kong, ChinaView further author information; d Department of Economics, University of Kansas, Lawrence, KSCorrespondencecaiz@ku.eduView further author information",2022/12/13,Journal of Business & Economic Statistics,Testing for Structural Change of Predictive Regression Model to Threshold Predictive Regression Model,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.2008406,,,,,,,,,,,,,,,,,,,,
Lai Hung-pin; Subal C. Kumbhakar,"Sinica, Taiwan; b Department of Economics, State University of New York at Binghamton, Binghamton, NY;c Inland Norway University of Applied Sciences, Lillehammer, NorwayCorrespondencekkar@binghamton.eduhttps://orcid.org/0000-0002-1366-379X",2022/12/13,Journal of Business & Economic Statistics,Panel Stochastic Frontier Model With Endogenous Inputs and Correlated Random Components,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.2001341,,,,,,,,,,,,,,,,,,,,
Laura Liu,"University, Bloomington, INCorrespondenceliuyu1237@gmail.comhttps://orcid.org/0000-0002-4217-5752",2023/4/3,Journal of Business & Economic Statistics,Density Forecasts in Panel Data Models: A Semiparametric Bayesian Perspective,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.2021922,,,,,,,,,,,,,,,,,,,,
Knut Are Aastveit; Jamie L. Cross; Herman K. van Dijk,"Norges Bank, Oslo, Norway;b BI Norwegian Business School, Oslo, Norway; b BI Norwegian Business School, Oslo, Norway; Norges Bank, Oslo, Norway;c Erasmus University, Rotterdam, Netherlands;d Tinbergen Institute, Amsterdam, NetherlandsCorrespondencehkvandijk@ese.eur.nl",2023/4/3,Journal of Business & Economic Statistics,Quantifying Time-Varying Forecast Uncertainty and Risk for the Real Price of Oil,https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2039159,,,,,,,,,,,,,,,,,,,,
Wenxin Huang; Liangjun Su; Yuan Zhuang,"Antai College of Economics and Management, Shanghai Jiao Tong University, Shanghai, ChinaView further author information; University, Beijing, ChinaCorrespondencesulj@sem.tsinghua.edu.cnView further author information; c School of Banking & Finance, University of International Business and Economics, Beijing, ChinaView further author information",2023/4/3,Journal of Business & Economic Statistics,Detecting Unobserved Heterogeneity in Efficient Prices via Classifier-Lasso,https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2036613,,,,,,,,,,,,,,,,,,,,
Matteo Iacopini; Francesco Ravazzolo; Luca Rossini,"Vrije Universiteit Amsterdam, Amsterdam, The Netherlands;b Tinbergen Institute, Amsterdam, The NetherlandsCorrespondencem.iacopini@vu.nlhttps://orcid.org/0000-0002-3551-4891View further author information; c Free University of Bozen-Bolzano, Italy;d BI Norwegian Business School, Oslo, Norway;e RCEA, Rimini, Italyhttps://orcid.org/0000-0003-0645-1788View further author information; f University of Milan, Milan, Italy;g Ca??Foscari University of Venice, Venice, Italyhttps://orcid.org/0000-0002-7302-4543View further author information",2023/4/3,Journal of Business & Economic Statistics,Proper Scoring Rules for Evaluating Density Forecasts with Asymmetric Loss Functions,https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2035229,,,,,,,,,,,,,,,,,,,,
